ser_no,co_chg,dpt_code,dptname,cou_code,class,year,credit,forh,sel_code,cou_cname,cou_ename,tea_cname,clsrom_1,clsrom_2,daytime,mark,co_tp,co_gmark,clsrom_3,clsrom_4,clsrom_5,clsrom_6,co_select,tlec,tlab
66128,,9430,電子所08期,943 D0030,24,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,李泰成cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
50192,,9430,電子所02期,943 D0030,25,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,林宗賢cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
60849,,9430,電子所09期,943 D0030,26,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,李致毅cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
37837,,9430,電子所07期,943 D0030,27,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,陳怡然cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
74469,,9430,電子所09期,943 D0030,28,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,簡韶逸cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
59369,,9430,電子所09期,943 D0030,29,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,洪銘輝cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
38464,,9430,電子所04期,943 D0030,30,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,江介宏cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
27357,,9430,電子所07期,943 D0030,31,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,李建模cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
37684,,9430,電子所04期,943 D0030,32,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,毛明華cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
62499,,9430,電子所09期,943 D0030,33,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,黃俊郎cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
30365,,9430,電子所05期,943 D0030,34,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,陳信樹cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
37230,,9430,電子所00期,943 D0030,35,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,黃鐘揚cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
57155,,9430,電子所05期,943 D0030,36,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,林致廷cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
86667,,9430,電子所07期,943 D0030,37,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,林時彥cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
38356,,9430,電子所06期,943 D0030,38,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,盧信嘉cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
24472,,9430,電子所02期,943 D0030,39,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,蔡坤諭cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
35408,,9430,電子所08期,943 D0030,40,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,田維誠cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
81938,,9430,電子所08期,943 D0030,41,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,盧奕璋cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
38742,,9430,電子所02期,943 D0030,42,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,鄭振牟cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
88217,,9430,電子所07期,943 D0030,43,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,楊家驤cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
54841,,9430,電子所01期,943 D0030,44,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,吳肇欣cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
81118,,9430,電子所08期,943 D0030,45,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,李峻霣cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
71590,,9430,電子所00期,943 D0030,46,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,劉宗德cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
89519,,9430,電子所09期,943 D0030,47,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,黃筱鈞cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
68176,,9430,電子所06期,943 D0030,48,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,汪重光cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
63251,,9430,電子所01期,943 D0030,49,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,陳秋麟cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
44602,,9430,電子所02期,943 D0030,50,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,王維新cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
72472,,9430,電子所02期,943 D0030,51,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題研究1,2 ",Special Project,楊英杰cia,,,,博士班在學期間每學期必修。總人數限 50人限博士班且限本系所學生(含輔系、雙修生)限本系所學生(含輔系、雙修生))生)itional Medicine修生,1,,,,,,1,2,0
72053,,9430,電子所03期,943 D0040,,"博士班 1,2 年級必修。總人",1,半年班 ,必修班 ,"專題演講一,2 年級",Department Colloquium (Ⅰ)且,吳安宇art,,,一67a,每週一13:30-15:00，上課地點詳見每週公告；博士班一年級新生必修總人數限100人限博士班且限本系所學生(含輔系、雙修生)al Medicine修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,1,1,0
77868,,9430,電子所08:,921 M1850,,"碩士班博士班 1,2 年級0，上課地點詳見",3,半年班博,選修班博,"量子電子學一 1,2 年",Quantum Electronics (Ⅰ)公,李峻霣ntu,,,三789t,總人數限 15人Elect,1,,電二14115,,,,1,3,0
43876,,9430,電子所061,921 U0770,,"碩士班博士班 1,2 年級ronics (",3,半年班博,選修班博,"計算機容錯班 1,2",Fault Tolerant Computing,郭斯彥lt ,博理103 T,,一2343,總人數限 40人leran,1,,,,,,1,3,0
83279,,9430,電子所094,921 U0880,,"碩士班博士班 1,2 年級t Comput",3,半年班博,選修班博,"固態物理學一 1,2 年",Solid State Physics (Ⅰ)g,林浩雄id ,,,四234d,奈米電子組碩士生在學期間三選一必修核心課程之一。總人數限 50人新生必修總人數限100人限博士班且限本系所學生(含輔系、雙,1,,,電二146碩士,,,1,3,0
36186,,9430,電子所06碩,921 U1660,,"碩士班博士班 1,2 年級選一必修核心課程",3,半年班博,選修班博,鎖相迴路原理及應用2 年級選一必修核,Theory and Application of Phase-locked Loop,劉深淵ory,,電二106y ,二2346,總人數限100人nd Ap,1,,,,,,1,3,0
32984,,9430,電子所040,921 U1980,,"碩士班博士班 1,2 年級plicatio",3,半年班博,選修班博,電腦輔助分析與最佳化 年級plicati,Computer Aided Analysis & Optimization of Integrated Circuit,陳中平put,,,三789u,本課程以英語授課。總人數限 25人alysis & Optim,1,,博理213語授,,,,1,3,0
47870,,9430,電子所00語,921 U2110,,"碩士班博士班 1,2 年級 25人alys",3,半年班博,選修班博,演算法博士班,The Design and Analysis of Algorithms,陳和麟 De,,明達231es,二2341,本課程以英語授課。EDA組碩士班在學期間二選一核心必修課程之一。總人數限150人f Integrated Circuit雙修生)al Medicin,1,,,,,,2,3,0
82561,,9430,電子所01語,921 U3430,,"碩士班博士班 1,2 年級碩士班在學期間二",3,半年班博,選修班博,"數位積體電路工程,2 年級碩士班",Digital Ic Engineering,郭正邦ita,博理103al,,一ABC3,本課程以英語授課。總人數限 45人ering一核心必修課程之一,1,,,,,,1,3,0
22564,,9430,電子所04語,921 U7060,,"碩士班博士班 1,2 年級 45人erin",3,半年班博,選修班博,"類比積體電路 1,2 年",Analog Integrated Circuit,李致毅log,,,五789o,本課程以英語授課。ICS組碩士生在學期間二選一核心必修課程之一。總人數限 80人f Integrated Circuit雙修生)al Medicin,1,,,,電二225語授,,1,3,0
15247,,9430,電子所07語,921 U7170,,"碩士班博士班 1,2 年級碩士生在學期間二",3,半年班博,選修班博,"金氧半電容元件1,2 年級碩",Mos Capacitor Device,胡振國 Ca,,電二229ap,二2349,總人數限 80人citor,1,,,,,,1,3,0
15213,,9430,電子所038,921 U9330,,"碩士班博士班 1,2 年級 Device二",3,半年班博,選修班博,數位訊號處理架構設計 年級 Device,Digital Signal Processing in Vlsi Design,陳良基ita,,電二303al,二6783,初選不開放。總人數限 20人 Processing,1,,,,,,2,3,0
85182,,9430,電子所02。,921 U9330,01,"碩士班博士班 1,2 年級人 Proces",3,半年班博,選修班博,數位訊號處理架構設計 年級人 Proce,Digital Signal Processing in Vlsi Design,簡韶逸ita,,電二143al,二7893,總人數限 80人Signa,1,,,,,,1,3,0
80880,,9430,電子所008,921 U9550,,"碩士班博士班 1,2 年級l Proces",3,半年班博,選修班博,軟體測試士班 1,Software Testing,王  凡wa,,,五234w,總人數限 30人 Test,1,,,,博理10330,,1,3,0
65895,,9430,電子所053,921 U9570,,"碩士班博士班 1,2 年級ingroces",3,半年班博,選修班博,"破密學專題班 1,2",Topics in Cryptanalysis,鄭振牟ics,,明達205s ,二7895,與陳君明合開總人數限 30人tanalysisng,1,,,,,,1,3,0
22053,,9430,電子所03開,921 U9580,,"碩士班博士班 1,2 年級人tanalys",3,半年班博,選修班博,作業系統士班 1,Operating Systems,王  凡at,,博理212ti,二2342,總人數限 30人g Sys,1,,,,,,1,3,0
45736,,9430,電子所063,921 U9740,,"碩士班博士班 1,2 年級temsalys",3,半年班博,選修班博,"積體電路實體設計,2 年級tem",Vlsi Physical Design,陳少傑i P,,,四234 ,本課程以英語授課。總人數限 30人ignsisng in Vl,1,,,電二141語授,,,1,3,0
41602,,9430,電子所02語,941 U0110,,"碩士班博士班 1,2 年級 30人igns",3,半年班博,選修班博,光電子學士班 1,Optical Electronics,林清富ica,電二146al,,一2346,總人數限 50人Elect,1,,,,,,2,3,0
78595,,9430,電子所055,943 U0010,,"碩士班博士班 1,2 年級ronicsns",3,半年班博,選修班博,"積體電路測試 1,2 年",Vlsi Testing,李建模i T,,電二146Te,二2346,本課程以英語授課。總人數限 60人csnsisng in Vl,1,,,,,,1,3,0
45088,,9430,電子所08語,943 U0040,,"碩士班博士班 1,2 年級 60人csns",3,半年班博,選修班博,"高等類比積體電路,2 年級 60",Advanced Analog Integrated Circuits,陳信樹anc,,,四234n,總人數限 80人 Anal,1,,,電二14580,,,1,3,0
38532,,9430,電子所028,943 U0100,,"碩士班博士班 1,2 年級og Integ",3,半年班博,選修班博,"系統晶片設計實驗,2 年級og ",Soc Design Laboratory,吳安宇 De,,,四789D,總人數限 20人gn La,1,,,電二14120,,,2,3,0
30411,,9430,電子所012,943 U0240,,"碩士班博士班 1,2 年級boratory",3,半年班博,選修班博,電腦輔助積體電路系統設計級boratoryrat,Computer-aided Vlsi System Design,黃俊郎put,,,三234u,ICS組與EDA組碩士生在學期間二選一核心必修課程之一。總人數限100人signf Integrated Circuit雙修生,1,,電二229ED,,,,3,3,0
19669,,9430,電子所09E,943 U0300,,"碩士班博士班 1,2 年級學期間二選一核心",3,半年班博,選修班博,"邏輯合成與驗證1,2 年級學",Logic Synthesis and Verification,江介宏ic ,,,五234c,本課程以英語授課。總人數限 20人nd Verificatio,1,,,,電二101語授,,1,3,0
62465,,9430,電子所05語,943 U0370,,"碩士班博士班 1,2 年級 20人nd V",3,半年班博,選修班博,專利檢索與競爭情報2 年級 20人n,Patent Analysis and Competitive Intelligence,陳省三ent,,,五789n,上課地點：電腦教室-電二130室。總人數限 30人titive Intelligenc,1,,,,,,2,3,0
80337,,9430,電子所07電,943 U0380,,"碩士班博士班 1,2 年級30室。總人數限",3,半年班博,選修班博,專利舉發與侵害鑑定實務年級30室。總人數限 ,Patent Opposition and Infringement,呂學士ent,,,四789n,總人數限150人pposi,1,,,博理11350,,,3,3,0
26549,,9430,電子所095,943 U0400,,"碩士班博士班 1,2 年級tion and",1,半年班博,選修班博,"電子束技術實習1,2 年級t",Lab on E-beam Technology,管傑雄 on,,,三6雄,本課程以英語授課。總人數限 10人hnologyfringem,1,,電二145語授,,,,2,1,0
16909,,9430,電子所09語,943 U0420,,"碩士班博士班 1,2 年級 10人hnol",3,半年班博,選修班博,醫療電子之臨床導入2 年級 10人h,Clinical Application of Medical Electronic Device,林致廷nic,,,三789i,初選不開放。總人數限 30人cation of M,1,,電二106。總,,,,2,3,0
48267,,9430,電子所07。,943 U0490,,"碩士班博士班 1,2 年級人cation ",3,半年班博,選修班博,"人體潛能專題 1,2 年",Special Topics on Parapsychology,李嗣涔cia,,,四789i,上課地點:電二142會議室總人數限 48人apsychologyEle,1,,,,,,3,3,0
67188,,9430,電子所08電,943 U0500,,"碩士班博士班 1,2 年級總人數限 48人",3,半年班博,選修班博,前瞻金氧半場效應電晶體年級總人數限 48人a,Advanced MOSFET Device Physics,劉致為anc,,,三234n,本課程以英語授課。總人數限100人evice Physicsg,1,,明達205語授,,,,1,3,0
79106,,9440,網媒所06語,944 M0010,,"碩士班 1,2 年級人數限10",0,半年班 ,必修班 ,"碩士論文1,2 ",Thesis (M.S.),,,,,限碩士班總人數限 80人)100人evic,1,,,,,,1,0,0
29269,,9440,網媒所09人,944 M0020,01,"碩士班 1,2 年級0人)10",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,吳家麟cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
76147,,9440,網媒所07。,944 M0020,02,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,歐陽明cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
67656,,9440,網媒所06。,944 M0020,04,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,洪一平cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
49460,,9440,網媒所00。,944 M0020,05,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,逄愛君cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
19397,,9440,網媒所07。,944 M0020,06,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,施吉昇cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
34795,,9440,網媒所05。,944 M0020,07,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳信希cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
19398,,9440,網媒所08。,944 M0020,08,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳文進cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
78332,,9440,網媒所02。,944 M0020,10,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,項  潔ia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
54576,,9440,網媒所06。,944 M0020,11,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,歐陽彥正ial ,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
36029,,9440,網媒所09。,944 M0020,12,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,傅楸善cia,,,,總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)系、雙修生)tronic Deviceted Ci,1,,,,,,1,1,0
46532,,9440,網媒所021,944 M0020,13,"碩士班 1,2 年級士班以上且",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,郭大維cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
28377,,9440,網媒所07。,944 M0020,14,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,趙坤茂cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
67456,,9440,網媒所06。,944 M0020,15,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,許永真cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
33944,,9440,網媒所04。,944 M0020,16,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林智仁cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
48143,,9440,網媒所03。,944 M0020,17,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林  風ia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
64562,,9440,網媒所02。,944 M0020,18,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,楊佳玲cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
13088,,9440,網媒所08。,944 M0020,19,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,周承復cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
45875,,9440,網媒所05。,944 M0020,21,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,朱浩華cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
67883,,9440,網媒所03。,944 M0020,26,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李琳山cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
16186,,9440,網媒所06。,944 M0020,33,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,莊永裕cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
17624,,9440,網媒所04。,944 M0020,35,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,呂學一cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
29757,,9440,網媒所07。,944 M0020,36,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,洪士灝cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
56612,,9440,網媒所02。,944 M0020,37,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳炳宇cia,,,,總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)系、雙修生)tronic Deviceted Ci,1,,,,,,1,1,0
57208,,9440,網媒所081,944 M0020,40,"碩士班 1,2 年級士班以上且",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,薛智文cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
14986,,9440,網媒所06。,944 M0020,41,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳健輝cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
72463,,9440,網媒所03。,944 M0020,42,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,劉邦鋒cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
14532,,9440,網媒所02。,944 M0020,43,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,張瑞峰cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
32767,,9440,網媒所07。,944 M0020,44,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,鄭卜壬cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
38852,,9440,網媒所02。,944 M0020,45,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林守德cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
11468,,9440,網媒所08。,944 M0020,46,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李明穗cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
64241,,9440,網媒所01。,944 M0020,47,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,徐宏民cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
81708,,9440,網媒所08。,944 M0020,48,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,廖世偉cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
74690,,9440,網媒所00。,944 M0020,49,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林軒田cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
42918,,9440,網媒所08。,944 M0020,50,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,呂育道cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
